communication_id,date,vendor_id,direction,subject,message
COMM0398,2023-06-18,VEN007,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0399,2023-06-18,VEN018,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0400,2023-06-19,VEN007,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0401,2023-06-19,VEN017,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0402,2023-06-20,VEN002,from_vendor,RE: Update,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0403,2023-06-20,VEN010,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0404,2023-06-21,VEN005,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0405,2023-06-21,VEN006,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0406,2023-06-22,VEN020,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0407,2023-06-22,VEN016,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0408,2023-06-23,VEN003,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0409,2023-06-24,VEN007,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT010 instead of MAT035. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0410,2023-06-24,VEN019,from_vendor,Quality Certificate,Attached please find the Q1 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0411,2023-06-25,VEN001,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0412,2023-06-25,VEN001,to_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0413,2023-06-26,VEN015,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0414,2023-06-26,VEN016,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0415,2023-06-27,VEN013,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0416,2023-06-27,VEN019,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0417,2023-06-28,VEN007,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0418,2023-06-29,VEN008,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0419,2023-06-30,VEN002,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #4069 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0420,2023-06-30,VEN001,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0421,2023-07-01,VEN014,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-5644. If you received this batch (shipped between 06/17 and 06/24), please quarantine immediately and contact us. Full details in attached notice."
COMM0422,2023-07-01,VEN006,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0423,2023-07-02,VEN009,from_vendor,RE: Follow up,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0424,2023-07-02,VEN014,to_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0425,2023-07-03,VEN009,from_vendor,Quality Certificate,Attached please find the Q3 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0426,2023-07-04,VEN007,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0427,2023-07-05,VEN014,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0428,2023-07-06,VEN011,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0429,2023-07-07,VEN012,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0430,2023-07-08,VEN018,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0431,2023-07-09,VEN013,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #9363 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0432,2023-07-10,VEN009,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0433,2023-07-10,VEN003,from_vendor,RE: Quick question,"Got it, thanks!"
COMM0434,2023-07-11,VEN009,from_vendor,Delivery Confirmation,Just confirming that PO80815 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0435,2023-07-11,VEN010,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0436,2023-07-12,VEN014,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0437,2023-07-13,VEN018,to_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT011 instead of MAT003. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0438,2023-07-14,VEN006,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0439,2023-07-15,VEN009,to_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0440,2023-07-16,VEN019,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0441,2023-07-17,VEN012,to_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0442,2023-07-18,VEN001,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0443,2023-07-18,VEN003,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0444,2023-07-19,VEN009,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0445,2023-07-20,VEN010,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0446,2023-07-21,VEN012,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0447,2023-07-21,VEN004,to_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0448,2023-07-22,VEN002,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0449,2023-07-22,VEN010,to_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-54481 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0450,2023-07-23,VEN016,to_vendor,Quality Certificate,Attached please find the Q2 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0451,2023-07-24,VEN004,to_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0452,2023-07-24,VEN019,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT045 instead of MAT024. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0453,2023-07-25,VEN007,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0454,2023-07-25,VEN012,from_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-36126 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0455,2023-07-26,VEN011,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0456,2023-07-27,VEN001,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0457,2023-07-27,VEN003,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0458,2023-07-28,VEN008,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0459,2023-07-28,VEN015,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT049 instead of MAT006. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0460,2023-07-29,VEN013,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0461,2023-07-30,VEN008,from_vendor,Delivery Confirmation,Just confirming that PO50323 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0462,2023-07-30,VEN012,from_vendor,Quality Certificate,Attached please find the Q2 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0463,2023-07-31,VEN008,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT032 instead of MAT015. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0464,2023-08-01,VEN016,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0465,2023-08-02,VEN019,from_vendor,RE: Update,"Got it, thanks!"
COMM0466,2023-08-02,VEN014,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0467,2023-08-03,VEN017,to_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0468,2023-08-03,VEN017,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0469,2023-08-04,VEN001,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0470,2023-08-05,VEN006,to_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-2236. If you received this batch (shipped between 07/22 and 07/29), please quarantine immediately and contact us. Full details in attached notice."
COMM0471,2023-08-06,VEN004,to_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-8791. If you received this batch (shipped between 07/23 and 07/30), please quarantine immediately and contact us. Full details in attached notice."
COMM0472,2023-08-07,VEN010,from_vendor,RE: Checking in,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0473,2023-08-08,VEN001,to_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0474,2023-08-08,VEN003,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0475,2023-08-09,VEN003,to_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT004 instead of MAT045. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0476,2023-08-10,VEN011,from_vendor,RE: Checking in,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0477,2023-08-10,VEN009,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0478,2023-08-11,VEN004,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #8346 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0479,2023-08-12,VEN013,to_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0480,2023-08-13,VEN020,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0481,2023-08-14,VEN004,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0482,2023-08-14,VEN010,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0483,2023-08-15,VEN006,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0484,2023-08-15,VEN002,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0485,2023-08-16,VEN013,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0486,2023-08-17,VEN005,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0487,2023-08-17,VEN016,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0488,2023-08-18,VEN018,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0489,2023-08-19,VEN011,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0490,2023-08-20,VEN016,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0491,2023-08-21,VEN004,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0492,2023-08-21,VEN003,from_vendor,RE: Checking in,"Got it, thanks!"
COMM0493,2023-08-22,VEN014,from_vendor,Delivery Confirmation,Just confirming that PO55623 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0494,2023-08-22,VEN018,from_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0495,2023-08-23,VEN006,to_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-80237 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0496,2023-08-24,VEN013,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0497,2023-08-24,VEN002,to_vendor,Quality Certificate,Attached please find the Q3 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0498,2023-08-25,VEN014,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0499,2023-08-25,VEN014,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0500,2023-08-26,VEN007,from_vendor,RE: Update,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0501,2023-08-27,VEN011,to_vendor,Quality Certificate,Attached please find the Q2 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0502,2023-08-28,VEN018,from_vendor,RE: Follow up,"Got it, thanks!"
COMM0503,2023-08-29,VEN013,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT020 instead of MAT010. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0504,2023-08-30,VEN004,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0505,2023-08-30,VEN001,from_vendor,RE: Follow up,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0506,2023-08-31,VEN020,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0507,2023-09-01,VEN002,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0508,2023-09-02,VEN003,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0509,2023-09-03,VEN003,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0510,2023-09-03,VEN005,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0511,2023-09-04,VEN010,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0512,2023-09-04,VEN015,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0513,2023-09-05,VEN006,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0514,2023-09-06,VEN015,to_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0515,2023-09-07,VEN003,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0516,2023-09-07,VEN019,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0517,2023-09-08,VEN009,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0518,2023-09-09,VEN003,to_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT045 instead of MAT024. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0519,2023-09-10,VEN003,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0520,2023-09-10,VEN009,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0521,2023-09-11,VEN008,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0522,2023-09-11,VEN008,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0523,2023-09-12,VEN008,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0524,2023-09-13,VEN014,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0525,2023-09-13,VEN010,to_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0526,2023-09-14,VEN020,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0527,2023-09-14,VEN007,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-1243. If you received this batch (shipped between 08/31 and 09/07), please quarantine immediately and contact us. Full details in attached notice."
COMM0528,2023-09-15,VEN013,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0529,2023-09-16,VEN017,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0530,2023-09-16,VEN004,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0531,2023-09-17,VEN004,from_vendor,RE: Your order,"Got it, thanks!"
COMM0532,2023-09-18,VEN016,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0533,2023-09-19,VEN013,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0534,2023-09-20,VEN015,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0535,2023-09-20,VEN013,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0536,2023-09-21,VEN015,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0537,2023-09-21,VEN004,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0538,2023-09-22,VEN013,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0539,2023-09-22,VEN012,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0540,2023-09-23,VEN015,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0541,2023-09-24,VEN013,to_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0542,2023-09-24,VEN011,from_vendor,RE: Checking in,"Got it, thanks!"
COMM0543,2023-09-25,VEN018,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0544,2023-09-25,VEN002,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT044 instead of MAT042. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0545,2023-09-26,VEN017,to_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0546,2023-09-26,VEN004,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0547,2023-09-27,VEN017,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #9583 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0548,2023-09-27,VEN009,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
